HASC_1,NAME_1,gadm_layer,contour_interval_m,contour_base_m,minimum_elevation_m,maximum_elevation_m,mean_elevation_m,standard_deviation_m,valid_dem_cell_count,contour_feature_count,boundary_gpkg,clipped_dem,contours_gpkg,report_pdf
TH.PI,Pattani,ADM_ADM_1,100.0,0.0,0.0,1012.0,29.04580307006836,73.05650329589844,2066621,857,/mnt/nvme1/Project/2026-EIT_TH_LDP/src/OUTPUT_FABDEM/TH_PI/TH_PI_boundary.gpkg,/mnt/nvme1/Project/2026-EIT_TH_LDP/src/OUTPUT_FABDEM/TH_PI/TH_PI_fabdem.tif,/mnt/nvme1/Project/2026-EIT_TH_LDP/src/OUTPUT_FABDEM/TH_PI/TH_PI_contours_100m.gpkg,/mnt/nvme1/Project/2026-EIT_TH_LDP/src/OUTPUT_FABDEM/TH_PI/TH_PI_fabdem_contours.pdf
